# Distal,-,-,Middle,-,-,Proximal,-,-,Tension
400.000000,294.000000,202.000000,0.000000,0.000000,0.000000,409.000000,193.000000,203.000000,-13.670000
379.000000,300.000000,0.000000,0.000000,0.000000,0.000000,412.000000,194.000000,205.000000,-21.070000
304.000000,293.000000,0.000000,0.000000,0.000000,0.000000,414.000000,199.000000,203.000000,-30.950000
280.000000,271.000000,226.000000,0.000000,0.000000,0.000000,414.000000,201.000000,202.000000,-40.000000
271.000000,255.000000,0.000000,0.000000,0.000000,0.000000,414.000000,201.000000,203.000000,-47.250000
266.000000,239.000000,190.000000,0.000000,0.000000,0.000000,413.000000,201.000000,203.000000,-54.650000
263.000000,228.000000,189.000000,0.000000,0.000000,0.000000,413.000000,199.000000,204.000000,-57.910000
261.000000,219.000000,188.000000,0.000000,0.000000,0.000000,412.000000,198.000000,206.000000,-60.060000
262.000000,221.000000,192.000000,0.000000,0.000000,0.000000,412.000000,198.000000,205.000000,-60.410000
264.000000,234.000000,192.000000,0.000000,0.000000,0.000000,412.000000,200.000000,204.000000,-59.330000
270.000000,252.000000,194.000000,0.000000,0.000000,0.000000,412.000000,199.000000,204.000000,-56.010000
283.000000,269.000000,196.000000,0.000000,0.000000,0.000000,413.000000,198.000000,205.000000,-51.000000
305.000000,290.000000,0.000000,0.000000,0.000000,0.000000,413.000000,199.000000,205.000000,-46.240000
326.000000,301.000000,250.000000,0.000000,0.000000,0.000000,413.000000,200.000000,204.000000,-43.260000
347.000000,304.000000,0.000000,0.000000,0.000000,0.000000,413.000000,199.000000,205.000000,-34.490000
379.000000,304.000000,0.000000,0.000000,0.000000,0.000000,413.000000,200.000000,204.000000,-30.990000
389.000000,303.000000,203.000000,0.000000,0.000000,0.000000,412.000000,200.000000,204.000000,-27.530000
397.000000,301.000000,201.000000,0.000000,0.000000,0.000000,411.000000,201.000000,203.000000,-22.980000
403.000000,300.000000,201.000000,0.000000,0.000000,0.000000,411.000000,202.000000,202.000000,-19.950000
410.000000,299.000000,202.000000,0.000000,0.000000,0.000000,411.000000,203.000000,201.000000,-16.500000
415.000000,298.000000,202.000000,0.000000,0.000000,0.000000,411.000000,204.000000,201.000000,-13.850000
419.000000,298.000000,201.000000,0.000000,0.000000,0.000000,411.000000,205.000000,201.000000,-11.880000
421.000000,297.000000,201.000000,0.000000,0.000000,0.000000,411.000000,205.000000,201.000000,-10.630000
418.000000,298.000000,202.000000,0.000000,0.000000,0.000000,411.000000,205.000000,201.000000,-9.870000
412.000000,298.000000,203.000000,0.000000,0.000000,0.000000,411.000000,203.000000,202.000000,-10.030000
397.000000,300.000000,204.000000,0.000000,0.000000,0.000000,412.000000,201.000000,203.000000,-10.940000
371.000000,307.000000,0.000000,0.000000,0.000000,0.000000,414.000000,200.000000,204.000000,-15.090000
333.000000,310.000000,0.000000,0.000000,0.000000,0.000000,416.000000,203.000000,204.000000,-23.190000
300.000000,295.000000,0.000000,0.000000,0.000000,0.000000,417.000000,208.000000,204.000000,-33.080000
281.000000,274.000000,229.000000,0.000000,0.000000,0.000000,416.000000,209.000000,203.000000,-41.450000
274.000000,259.000000,0.000000,0.000000,0.000000,0.000000,415.000000,208.000000,204.000000,-47.950000
270.000000,246.000000,0.000000,0.000000,0.000000,0.000000,415.000000,207.000000,204.000000,-51.500000
267.000000,234.000000,191.000000,0.000000,0.000000,0.000000,415.000000,205.000000,205.000000,-55.470000
