6.040000000000000000e+02,3.220000000000000000e+02,2.460000000000000000e+02,6.720000000000000000e+02,2.990000000000000000e+02,1.820000000000000000e+02,7.490000000000000000e+02,2.930000000000000000e+02,6.540000000000000000e+02,1.258000000000000007e+01
6.040000000000000000e+02,3.220000000000000000e+02,2.460000000000000000e+02,6.720000000000000000e+02,2.990000000000000000e+02,1.830000000000000000e+02,7.490000000000000000e+02,2.930000000000000000e+02,6.500000000000000000e+02,1.263000000000000078e+01
6.040000000000000000e+02,3.220000000000000000e+02,2.490000000000000000e+02,6.720000000000000000e+02,2.990000000000000000e+02,1.820000000000000000e+02,7.500000000000000000e+02,2.930000000000000000e+02,6.570000000000000000e+02,1.265000000000000036e+01
6.040000000000000000e+02,3.220000000000000000e+02,2.460000000000000000e+02,6.730000000000000000e+02,2.990000000000000000e+02,1.820000000000000000e+02,7.490000000000000000e+02,2.930000000000000000e+02,6.560000000000000000e+02,1.259999999999999964e+01
6.070000000000000000e+02,3.130000000000000000e+02,3.050000000000000000e+02,6.730000000000000000e+02,2.990000000000000000e+02,1.830000000000000000e+02,7.480000000000000000e+02,2.930000000000000000e+02,6.620000000000000000e+02,1.258999999999999986e+01
6.050000000000000000e+02,3.220000000000000000e+02,2.470000000000000000e+02,6.730000000000000000e+02,2.980000000000000000e+02,1.830000000000000000e+02,7.480000000000000000e+02,2.930000000000000000e+02,6.660000000000000000e+02,1.266000000000000014e+01
6.060000000000000000e+02,3.130000000000000000e+02,3.520000000000000000e+02,6.730000000000000000e+02,2.990000000000000000e+02,1.820000000000000000e+02,7.670000000000000000e+02,3.160000000000000000e+02,6.430000000000000000e+02,1.261999999999999922e+01
6.060000000000000000e+02,3.130000000000000000e+02,3.760000000000000000e+02,6.730000000000000000e+02,2.990000000000000000e+02,1.830000000000000000e+02,7.500000000000000000e+02,2.930000000000000000e+02,6.610000000000000000e+02,1.266999999999999993e+01
6.040000000000000000e+02,3.220000000000000000e+02,2.470000000000000000e+02,6.730000000000000000e+02,2.990000000000000000e+02,1.820000000000000000e+02,7.670000000000000000e+02,3.160000000000000000e+02,6.560000000000000000e+02,1.273000000000000043e+01
6.060000000000000000e+02,3.130000000000000000e+02,4.250000000000000000e+02,6.730000000000000000e+02,2.980000000000000000e+02,1.820000000000000000e+02,7.490000000000000000e+02,2.940000000000000000e+02,6.470000000000000000e+02,1.275000000000000000e+01
6.040000000000000000e+02,3.220000000000000000e+02,2.470000000000000000e+02,6.730000000000000000e+02,2.990000000000000000e+02,1.820000000000000000e+02,7.480000000000000000e+02,2.930000000000000000e+02,6.540000000000000000e+02,1.280000000000000071e+01
6.030000000000000000e+02,3.210000000000000000e+02,2.450000000000000000e+02,6.740000000000000000e+02,2.990000000000000000e+02,1.820000000000000000e+02,7.480000000000000000e+02,2.930000000000000000e+02,6.440000000000000000e+02,1.271000000000000085e+01
6.040000000000000000e+02,3.220000000000000000e+02,2.450000000000000000e+02,6.730000000000000000e+02,2.990000000000000000e+02,1.820000000000000000e+02,7.480000000000000000e+02,2.930000000000000000e+02,6.560000000000000000e+02,1.266999999999999993e+01
6.040000000000000000e+02,3.220000000000000000e+02,2.460000000000000000e+02,6.730000000000000000e+02,2.990000000000000000e+02,1.820000000000000000e+02,7.670000000000000000e+02,3.160000000000000000e+02,6.610000000000000000e+02,1.261999999999999922e+01
6.070000000000000000e+02,3.130000000000000000e+02,2.660000000000000000e+02,6.730000000000000000e+02,2.980000000000000000e+02,1.820000000000000000e+02,7.670000000000000000e+02,3.160000000000000000e+02,6.530000000000000000e+02,1.253999999999999915e+01
6.030000000000000000e+02,3.210000000000000000e+02,2.530000000000000000e+02,6.720000000000000000e+02,2.980000000000000000e+02,1.820000000000000000e+02,7.470000000000000000e+02,2.930000000000000000e+02,6.470000000000000000e+02,1.242999999999999972e+01
6.050000000000000000e+02,3.120000000000000000e+02,2.680000000000000000e+02,6.710000000000000000e+02,2.970000000000000000e+02,1.830000000000000000e+02,7.470000000000000000e+02,2.920000000000000000e+02,6.570000000000000000e+02,1.233999999999999986e+01
6.040000000000000000e+02,3.110000000000000000e+02,2.680000000000000000e+02,6.690000000000000000e+02,2.960000000000000000e+02,1.830000000000000000e+02,7.620000000000000000e+02,3.140000000000000000e+02,6.580000000000000000e+02,1.205000000000000071e+01
6.030000000000000000e+02,3.090000000000000000e+02,3.640000000000000000e+02,6.680000000000000000e+02,2.940000000000000000e+02,1.840000000000000000e+02,7.600000000000000000e+02,3.120000000000000000e+02,6.620000000000000000e+02,1.181000000000000050e+01
5.960000000000000000e+02,3.130000000000000000e+02,2.530000000000000000e+02,6.660000000000000000e+02,2.930000000000000000e+02,1.850000000000000000e+02,7.570000000000000000e+02,3.110000000000000000e+02,6.750000000000000000e+02,1.158999999999999986e+01
5.960000000000000000e+02,3.110000000000000000e+02,3.280000000000000000e+02,6.640000000000000000e+02,2.920000000000000000e+02,1.860000000000000000e+02,7.530000000000000000e+02,3.090000000000000000e+02,6.770000000000000000e+02,1.108000000000000007e+01
